Generated by Ultimate_GMS2_Decompiler_v5.csx
1950 - bg_farmsun
1951 - bg_pinball1
1952 - bg_pinball2
1953 - spr_bosstimer_bar
1954 - bg_pinball3
1955 - tile_pinball1
1956 - tile_pinball2
1957 - tile_pinball3
1958 - sprite_tile_beachtest
1959 - sprite_tile_beachtest2
1960 - spr_lonebrick_hurt
1961 - bg_beach1
1962 - bg_beach2
1963 - bg_beach3
1964 - spr_ninja_idle
1965 - sprite_tile_beachtest2dark
1966 - spr_beachtorch
1967 - spr_water
1968 - spr_water2
1969 - spr_current
1970 - spr_boatexterior
1971 - sprite_tile_forest
1972 - sprite_tile_forest1_shade
1973 - sprite_tile_citycarnival
1974 - bg_forest1
1975 - spr_ratblock5
1976 - bg_forest2
1977 - bg_forest3
1978 - sprite_tile_forest2
1979 - spr_playerN_scaredjump1
1980 - spr_beachrock
1981 - spr_gnomehouse1
1982 - spr_gnomehouse2
1983 - spr_packageparticle
1984 - spr_gnomehouse3
1985 - spr_trash_flingstart
1986 - spr_gnomehouse4
1987 - spr_gnomehouse5
1988 - spr_bosstimer_barfill
1989 - spr_gustavokitchen1
1990 - spr_gustavokitchen2
1991 - spr_ratblock3
1992 - spr_gustavokitchen3
1993 - spr_factory2
1994 - spr_gustavokitchen4
1995 - spr_gustavokitchen5
1996 - spr_gustavokitchen6
1997 - spr_gnomesign1
1998 - spr_gnomesign2
1999 - spr_gnomesign3
2000 - spr_player_bodyslamstart
2001 - spr_gnomesign4
2002 - spr_farmer1_walk
2003 - spr_gnomesign5
2004 - spr_forestbigtree
2005 - spr_player_airattack
2006 - sprite_tile_kungfu
2007 - spr_farmer1_stun
2008 - bg_kungfu1
2009 - bg_kungfu2
2010 - spr_farmers
2011 - sprite_tile_kungfustructure
2012 - bg_kungfucity
2013 - tile_kunfucity
2014 - bg_kungfugraffiti
2015 - bg_minigolf1
2016 - bg_minigolf2
2017 - bg_minigolf3
2018 - bg_minigolf4
2019 - spr_robot_mach
2020 - sprite_tile_minigolf
2021 - sprite_tile_minigolf2
2022 - sprite_tile_minigolf2_shad
2023 - spr_null
2024 - spr_fakepeppino_idle
2025 - spr_player_firemouthjumpdust
2026 - spr_fakepeppino_walk
2027 - spr_fakepeppino_grabdash
2028 - spr_fakepeppino_jumpstart
2029 - spr_fakepeplimb1_attack
2030 - bg_noisearena
2031 - spr_fakepeppino_jump
2032 - spr_fakepeppino_fall
2033 - spr_dungeondeco
2034 - spr_fakepeppino_land
2035 - spr_player_lunge
2036 - spr_fakepeppino_crawl
2037 - spr_fakepeppino_grabattack
2038 - spr_monsterslope
2039 - spr_alien
2040 - tile_factory2424
2041 - spr_costumerdoor
2042 - spr_costumerpizza
2043 - spr_transitionufo
2044 - spr_playerN_ghostidle
2045 - spr_player_ufotransition
2046 - bg_sagetitle
2047 - bg_deserthub2
2048 - spr_playerN_current
2049 - spr_halloweenbigdebris
2050 - spr_halloweendebris
2051 - bg_sagebuilding
2052 - spr_snicknpc_idle
2053 - spr_snicknpc_stun
2054 - spr_snick_exe
2055 - spr_medievalcomputer
2056 - spr_ruincomputer
2057 - spr_dungeoncomputer
2058 - spr_snickchallengecomputer
2059 - bg_select
2060 - bg_cowboytask
2061 - bg_deserthub1
2062 - spr_lonegustavo_hurt
2063 - spr_ratblock2_dead
2064 - bg_tutorialsign
2065 - spr_pizzamech
2066 - bg_snick
2067 - bg_SAGEsnickshotgun
2068 - bg_SAGEdungeonbackup
2069 - bg_SAGEsrank
2070 - bg_SAGEsnicksrank
2071 - bg_SAGEcombo10
2072 - bg_SAGEsecret
2073 - bg_SAGEknight
2074 - bg_SAGEtoppin
2075 - bg_SAGEtreasure
2076 - bg_cowboytaskcomplete
2077 - bg_snickexe
2078 - spr_characterchangecube
2079 - sprite1343
2080 - spr_halloweencollectibles1
2081 - spr_bosstimer_bell
2082 - spr_halloweencollectibles2
2083 - spr_rattumbleblock_big_dead
2084 - spr_pizzafacemoustache
2085 - spr_hallwaymonster
2086 - spr_halloweencollectibles3
2087 - spr_halloweencollectibles4
2088 - spr_halloweencollectibles5
2089 - spr_pistolbullet
2090 - spr_halloweenspinningpizza
2091 - spr_halloweensmallblock
2092 - spr_halloweensmallblockescape
2093 - spr_halloweenbigblock
2094 - bg_deserthub3
2095 - spr_interiortile
2096 - spr_halloweenbigblockescape
2097 - spr_present
2098 - spr_player_ghostdash
2099 - spr_noisepresentup
2100 - spr_noisepresent
2101 - spr_noisepresentdown
2102 - spr_gustavopresentup
2103 - spr_gustavopresent
2104 - spr_gustavopresentdead
2105 - spr_gustavopresentdown
2106 - spr_ufogrounded_land
2107 - spr_snickpresentup
2108 - spr_snickpresent
2109 - spr_playerN_mortjump
2110 - spr_snickpresentdead
2111 - spr_snickpresentdown
2112 - spr_slimepresentup
2113 - spr_slimepresent
2114 - spr_slimepresentdead
2115 - spr_slimepresentdown
2116 - spr_stickpresentup
2117 - spr_hillbilly_chase
2118 - spr_medievaldoor2
2119 - spr_stickpresent
2120 - spr_ghostbg
2121 - spr_stickpresentdead
2122 - spr_stickpresentdown
2123 - spr_player_rocket
2124 - spr_santanoise
2125 - spr_santa
2126 - spr_policecar
2127 - spr_santasleight
2128 - spr_santasleightpep
2129 - spr_santasleightempty
2130 - bg_christmasmenu
2131 - spr_medievalblock1
2132 - bg_christmastower
2133 - bg_sleightempty
2134 - spr_christmasendscreen
2135 - spr_player_attackdash
2136 - spr_peppinodead
2137 - spr_decorations
2138 - spr_lonegustavo_ladder
2139 - spr_decorationanimated1
2140 - spr_decorationanimated2
2141 - spr_decorationanimated3
2142 - spr_decorationanimated4
2143 - spr_pipe_enter
2144 - spr_xmasspinningslice
2145 - spr_xmaspizzaboxdown
2146 - bg_saloonalt
2147 - spr_tv_ghost
2148 - spr_xmaspizzaboxup
2149 - spr_xmasshroomtoppin_idle
2150 - spr_xmascheesetoppin_idle
2151 - spr_xmastomatotoppin_idle
2152 - spr_kingghost_dash
2153 - spr_xmassausagetoppin_idle
2154 - spr_xmaspineappletoppin_intro
2155 - spr_xmaspineappletoppin_idle
2156 - spr_toxicfan
2157 - spr_xmaspineappletoppin_walk
2158 - spr_playerN_boxxedmove
2159 - spr_xmassausagetoppin_walk
2160 - spr_player_jetpackstart
2161 - spr_xmassausagetoppin_intro
2162 - spr_xmastomatotoppin_walk
2163 - spr_xmastomatotoppin_intro
2164 - spr_monstershroom_dead
2165 - spr_xmascheesetoppin_walk
2166 - spr_xmascheesetoppin_intro
2167 - spr_xmasshroomtoppin_walk
2168 - spr_xmasshroomtoppin_intro
2169 - spr_xmasbigpizza1
2170 - spr_xmasbigpizza2
2171 - spr_xmastopping1
2172 - spr_xmastopping2
2173 - spr_rattumbleblock
2174 - spr_xmastopping3
2175 - spr_xmastopping4
2176 - spr_citycarnival
2177 - spr_xmastopping5
2178 - spr_xmasblock
2179 - spr_xmasbigblock
2180 - spr_ninja
2181 - bg_xmastreasure
2182 - spr_indiancheese_dance
2183 - spr_xmasdecotree
2184 - spr_cheesedragon_idle
2185 - spr_cheesedragon_stomp
2186 - spr_cheesedragon_hurt
2187 - spr_cheesedragon_goingup
2188 - spr_cheesedragon_flames
2189 - spr_twarrior1_idle
2190 - spr_twarrior1_pose
2191 - spr_twarrior1_run
2192 - spr_pepperman_throw
2193 - spr_twarrior1_attack
2194 - spr_twarrior1_hurt
2195 - spr_towerblocksmall
2196 - spr_twarrior2_idle
2197 - spr_twarrior2_pose
2198 - spr_twarrior2_run
2199 - spr_twarrior2_attack
2200 - spr_twarrior2_hurt
2201 - spr_timer_pizzaface1
2202 - spr_mrpinch_face3
2203 - spr_twarrior3_idle
2204 - spr_twarrior3_pose
2205 - spr_twarrior3_run
2206 - spr_twarrior3_attack
2207 - spr_twarrior3_hurt
2208 - spr_twarrior4_idle
2209 - spr_twarrior4_pose
2210 - spr_twarrior4_run
2211 - spr_ghostjohn
2212 - spr_twarrior4_attack
2213 - spr_twarrior4_hurt
2214 - spr_twarrior5_idle
2215 - spr_twarrior5_pose
2216 - spr_peppinobullet_collectible
2217 - spr_twarrior5_run
2218 - spr_twarrior5_attack
2219 - spr_twarrior5_hurt
2220 - spr_pepperman_hurtplayer
2221 - spr_ratblock7
2222 - spr_pizzaface
2223 - spr_minijohn_punch
2224 - spr_soldier_idle
2225 - spr_monstershroom_walk
2226 - spr_sewer2props
2227 - spr_pizzacollect4
2228 - spr_minijohn_punchstart
2229 - spr_player_pistolidle
2230 - spr_pizzaball_roll
2231 - spr_knightpep_fly
2232 - spr_escapecollect
2233 - spr_mrstick_tauntanim
2234 - spr_tv_combobubbletext
2235 - spr_player_gnomepizza
2236 - spr_warterminal_debris
2237 - spr_player_gnomecutscene1
2238 - spr_player_gnomecutscene2
2239 - spr_chateauflame
2240 - spr_tv_cheeseball
2241 - spr_pepclone_stun
2242 - spr_player_gnomecutscene3
2243 - spr_player_gnomecutscene4
2244 - spr_gustavo_idle
2245 - Sprite2793
2246 - spr_gustavo_showpizza
2247 - spr_gustavo_givepizza
2248 - spr_gustavo_point
2249 - spr_tv_rocketN
2250 - spr_gustavo_scream
2251 - spr_gustavo_defeated
2252 - spr_gustavo_poweringup
2253 - spr_gustavo_grab
2254 - spr_gustavo_pummel
2255 - spr_gustavo_makepizza
2256 - spr_gnome1_idle
2257 - spr_treasure_eggplant
2258 - spr_gnome1_happy
2259 - spr_gnome2_idle
2260 - spr_gnome2_happy
2261 - spr_gnome3_idle
2262 - spr_gnome3_happy
2263 - spr_gnome4_idle
2264 - spr_gnome4_happy
2265 - spr_gnome5_idle
2266 - spr_player_ratballoon
2267 - spr_gnome5_happy
2268 - sprite1020
2269 - spr_ratblock4
2270 - spr_doorA
2271 - sprite1022
2272 - sprite1023
2273 - sprite1024
2274 - sprite1025
2275 - sprite1029
2276 - sprite10291
2277 - sprite1030
2278 - sprite1033
2279 - spr_placeholder_car
2280 - spr_bananacollect
2281 - spr_car_solid
2282 - spr_arenagate_open
2283 - spr_arenagate_opened
2284 - spr_secretportal_spawnidle
2285 - spr_arenagate_close
2286 - spr_noisearrow
2287 - sprite1034
2288 - sprite10341
2289 - sprite10391
2290 - spr_font_collect
2291 - sprite1039
2292 - sprite1224
2293 - spr_camera_1x1
2294 - spr_camera_1x2
2295 - spr_camera_2x1
2296 - spr_camera_2x2
2297 - spr_playerV_idle
2298 - spr_playerV_idle1
2299 - spr_playerV_idle2
2300 - spr_player_rocketrun
2301 - spr_playerV_idle3
2302 - spr_deliverypizzabox
2303 - spr_playerV_idle4
2304 - spr_monsterpineapple_pose3
2305 - spr_playerV_idle5
2306 - spr_monstercheese_intro
2307 - spr_playerV_idle6
2308 - spr_playerV_move
2309 - spr_playerV_jump
2310 - spr_playerV_fall
2311 - spr_playerV_land
2312 - spr_playerV_climb
2313 - spr_playerV_door
2314 - spr_playerV_keydoor
2315 - spr_playerV_gate
2316 - spr_playerV_bump
2317 - spr_playerV_tumblestart
2318 - spr_playerV_tumblestart2
2319 - spr_playerV_tumble
2320 - spr_player_mortattackdown
2321 - spr_playerV_tumbleend
2322 - spr_playerV_squished
2323 - spr_playerV_hurt
2324 - spr_playerV_dead
2325 - spr_playerV_walkout
2326 - spr_playerV_suprise
2327 - spr_playerV_angrymove
2328 - spr_pepperman_timesup
2329 - spr_playerV_bootsout
2330 - spr_playerV_bootsidle
2331 - spr_playerV_bootsmove
2332 - spr_playerV_bootsjump
2333 - spr_playerV_bootsfall
2334 - spr_playerV_angryidle
2335 - spr_ufogrounded_scared
2336 - spr_playerV_bootsland
2337 - spr_playerV_upbox
2338 - spr_playerV_downbox
2339 - spr_playerV_bigfall1
2340 - spr_playerV_bigfall2
2341 - spr_playerV_bodyslamprep
2342 - spr_playerV_bodyslam
2343 - spr_coolpinea_ragestart
2344 - spr_playerV_bodyslamland
2345 - spr_playerV_facehurt
2346 - spr_playerV_gotkey
2347 - spr_playerV_gottreasure
2348 - spr_playerV_slipping
2349 - spr_playerV_superjump
2350 - spr_playerV_stompprep
2351 - spr_playerV_stomp
2352 - spr_playerV_downladder
2353 - spr_playerV_ladderstill
2354 - spr_playerV_gocrouch
2355 - spr_playerV_crouch
2356 - spr_playerV_crouchmove
2357 - spr_playerV_crouchjumpstart
2358 - spr_playerV_crouchjump
2359 - spr_playerV_crouchland
2360 - spr_playerV_revolverstart
2361 - spr_playerV_revolverhold
2362 - spr_generaldestroyable
2363 - spr_playerV_revolvershoot
2364 - spr_playerV_revolverend
2365 - spr_flush_rattransition
2366 - spr_playerV_dynamitethrow
2367 - spr_playerV_divekickstart
2368 - spr_playerV_divekick
2369 - spr_playerV_taunt
2370 - spr_playerV_mach2boost
2371 - spr_playerV_machslidestart
2372 - spr_playerV_machslide
2373 - spr_crazypop
2374 - spr_playerV_machslideend
2375 - spr_playerV_wallclimb
2376 - spr_playerV_walljump
2377 - spr_playerV_walljumpend
2378 - spr_playerV_machhit1
2379 - spr_playerV_machhit2
2380 - spr_playerN_boxxedfall
2381 - spr_playerV_mach3
2382 - spr_playerV_winding
2383 - spr_mrpinch_hand3
2384 - spr_playerV_panic
2385 - spr_playerV_hitceilling
2386 - spr_industrialcomplex
2387 - spr_playerV_hitwall
2388 - spr_badrat
2389 - spr_playerV_hitwall1
2390 - spr_playerV_mach3boost
2391 - spr_playerV_mach3jump
2392 - spr_playerV_crazyrun
2393 - spr_menuicon
2394 - spr_playerV_dive
2395 - spr_playerV_spinjump1
2396 - spr_player_ratmountjump2
2397 - spr_playerV_spinjump2
2398 - spr_kingghost
2399 - spr_playerV_mach3hit
2400 - spr_teeth_idle
2401 - spr_playerV_mach1
2402 - spr_playerV_freefall
2403 - spr_playerV_airrevolver
2404 - spr_playerV_airrevolverstart
2405 - spr_playerV_airrevolverend
2406 - spr_playerV_revolverslide
2407 - spr_playerV_pistolidle
2408 - spr_playerV_pistolshoot
2409 - spr_player_slipbanan1
2410 - spr_playerV_normalHUD
2411 - spr_madpop
2412 - spr_player_suplexcancel
2413 - spr_hamkuff_chain2
2414 - spr_playerV_angryHUD
2415 - spr_playerV_happyHUD
2416 - spr_playerV_machHUD
2417 - spr_playerV_hurtHUD
2418 - sprite_tile_war3
2419 - spr_dungeonlava
2420 - spr_playerV_panicHUD
2421 - spr_dynamite
2422 - spr_dynamiteabouttoexplode
2423 - sprite1790
2424 - sprite_tile_forest1
2425 - spr_ball_move
2426 - bg_city4
2427 - spr_soldier_stun
2428 - spr_golfdemon_dead
2429 - spr_knightpep_downtrust
2430 - spr_ufolive_rage
2431 - spr_monsters2199
2432 - spr_chateaufog
2433 - spr_patroller_scared
2434 - spr_frozenslope
2435 - spr_escapecollectbig
2436 - spr_totemcloud_end
2437 - spr_deadjohnsmoke
2438 - spr_eggcollect
2439 - bg_cityinterior
2440 - spr_antigrav_bubblepop
2441 - spr_sidespringblock_idle
2442 - sprite10332567
2443 - spr_player_clingwall
2444 - spr_player_kungfu2
2445 - spr_candleground
2446 - spr_farmer2_dead
2447 - spr_dontgrabthemeatball
2448 - spr_kingghost_tv2
2449 - spr_farmer1_idle
2450 - spr_totemcheese_pep
2451 - spr_playerN_boxxeddashstart
2452 - spr_farmer2_attack
2453 - spr_tv_exprcombo
2454 - spr_spacethruster
2455 - spr_entrancedeco
2456 - spr_baddiebutton
2457 - spr_tv_cheesepep
2458 - spr_breakdancenotes
2459 - spr_mad
2460 - spr_ufogrounded_shoot
2461 - spr_flush_skullOLD
2462 - spr_flush_pizzaOLD
2463 - spr_bosstimer_hammer
2464 - spr_playerN_ghostjump
2465 - spr_lonegustavo_dashjump
2466 - spr_spacerat
2467 - spr_monstersolid
2468 - spr_ghoul_gibs
2469 - spr_clownmato_dead
2470 - spr_mrstick_fall
2471 - spr_piraneapple_sign
2472 - spr_tv_shotgunN
2473 - spr_secretportal_spawnclose
2474 - spr_poundcancelstars
2475 - spr_tuberight
2476 - spr_morthook
2477 - spr_ratmountgroundpound
2478 - bg_peppermanarena
2479 - spr_kingghost_spike2
2480 - spr_towercomplex
2481 - spr_ranks_hudfill
2482 - spr_monstercheese_introidle
2483 - spr_alertgate
2484 - spr_player_ratmounttaunt
2485 - spr_factoryspawner
2486 - spr_playerN_rockethitwall
2487 - spr_playerN_suplexbump
2488 - spr_gustavofreezer
2489 - spr_forknight_rageloop
2490 - spr_font_combo
2491 - spr_spider
2492 - spr_teeth_dead
2493 - spr_player_kungfujump
2494 - spr_player_suplexbump
2495 - spr_stringycheese
2496 - spr_canonball
2497 - spr_tv_knightN
2498 - spr_playicon
2499 - spr_peppino_superattackHUD
2500 - spr_playerN_clownfall
2501 - spr_spacesector4
2502 - spr_snowparticle
2503 - spr_eggplantdisclaimer
2504 - spr_medievalwindow
2505 - spr_toxicspray
2506 - tile_freezer2
2507 - spr_puppet_intro
2508 - spr_noisey_scared
2509 - spr_gustavo_name
2510 - spr_ratmount_exitdoor
2511 - spr_player_trashlid
2512 - spr_chateaupillar
2513 - bg_factoryindustrial_chunk2
2514 - spr_playerN_firemouthend
2515 - spr_monstertomato_land
2516 - spr_icedebris
2517 - Sprite2786
2518 - spr_horsey_end
2519 - spr_industrialdebris
2520 - spr_switchblock_sad
2521 - spr_playerN_superspring
2522 - bg_warlabpillar
2523 - spr_beatbox
2524 - spr_hillbilly_introidle
2525 - bg_space1
2526 - spr_player_trashstart
2527 - spr_pepperman_mask
2528 - spr_temperature_meter
2529 - spr_angelpriest
2530 - spr_flush_rat
2531 - spr_farmer2_stun
2532 - spr_donotpound
2533 - spr_cheeseboat
2534 - bg_factoryindustrial_chunk1
2535 - spr_ninja_dead
2536 - spr_tv_open
2537 - spr_superattack_bg
2538 - spr_pizzablockdead
2539 - palette_ninja
2540 - spr_playerN_cheesedjump
2541 - spr_monstercheese_dead
2542 - spr_flush_pizzatransition
2543 - spr_cloudR
2544 - spr_player_longjump
2545 - spr_player_barrelland
2546 - spr_graffiti
2547 - spr_tv_fireassN
2548 - fg_entrance1
2549 - spr_golfburger_stun
2550 - spr_corpsegib
2551 - spr_player_ratmountclimbwall
2552 - spr_playerN_parry1
2553 - spr_monsterjumpscare
2554 - spr_pizzaball_idle1
2555 - spr_player_firemouthidle
2556 - spr_ghoul
2557 - spr_player_ratmountidle
2558 - spr_lonegustavo_punch
2559 - spr_player_mortdoublejump
2560 - spr_tv_idleanim1N
2561 - spr_tv_ghostN
2562 - spr_farmer1_scared
2563 - spr_pepperman_lookdoor
2564 - spr_heater2
2565 - spr_policecarplaceholder
2566 - spr_banana2
2567 - spr_boxxedpep_dashstart
2568 - spr_medievaldoor3
2569 - spr_candle
2570 - spr_peppinobullet_land
2571 - spr_pizzacar_fall
2572 - bg_factoryindustrial_chunk3
2573 - bg_towersunset
2574 - spr_warbgblock
2575 - spr_player_ratmountjump
2576 - spr_pepbat_stun
2577 - spr_gerome_keymove
2578 - spr_ruindeco
2579 - spr_bossrounds
2580 - spr_newpizzice_stun
2581 - spr_gustavosign
2582 - spr_player_ratmountattack
2583 - spr_indiancheese_axe
2584 - spr_pizzacollect5
2585 - bg_jailroom1
2586 - spr_chigaco
2587 - spr_patrolalert_number
2588 - spr_mrstick_run
2589 - spr_player_ratmountwalljump
2590 - spr_tv_bombpep
2591 - spr_clowntent
2592 - spr_pepperman_idle
2593 - spr_temperature_meterfill
2594 - spr_player_kungfu1
2595 - spr_treasureeffect
2596 - spr_soldier_knife
2597 - spr_player_pistolshotend
2598 - spr_spacesector1
2599 - spr_horsey
2600 - spr_banana1
2601 - spr_captainbombshoot
2602 - spr_timer_johnface
2603 - spr_tv_mortN
2604 - sprite12242013
2605 - spr_tv_combobubble
2606 - spr_tv_firemouthN
2607 - spr_player_mortrun
2608 - spr_bazooka_missile
2609 - spr_harddoughblockdead
2610 - spr_wartvdude
2611 - spr_gerome_opendoor
2612 - spr_player_bodyslamland
2613 - spr_alienfollow
2614 - spr_ratmountgroundpound_dead
2615 - spr_farmer2_scared
2616 - spr_player_ratmountidle2
2617 - spr_beachcloud
2618 - spr_patroller_start
2619 - spr_towerblockdebris
2620 - spr_golfdemon_walk
2621 - spr_kentukybomber_dead
2622 - spr_player_ratmounthurt
2623 - spr_carlos
2624 - spr_kentukybomber_scared
2625 - spr_johndestructible
2626 - spr_rankEGGPLANT
2627 - spr_player_breakdancesmash
2628 - spr_knightpep_downcloud
2629 - spr_stringyarm
2630 - spr_player_pizzacarland
2631 - spr_playerN_boxxeddash
2632 - sprite10332478
2633 - spr_player_Sjumpcancel
2634 - spr_clownmato_fall
2635 - spr_ratblock3_dead
2636 - spr_kentukybomber_stun
2637 - spr_player_rocketstart
2638 - spr_gnomepizza_walk
2639 - spr_kidspartytile
2640 - spr_playerN_golfidle
2641 - spr_pepanimatronic
2642 - spr_playerN_boxxeddashend
2643 - spr_farmer1_dead
2644 - spr_ratblock6
2645 - spr_monsterpineapple_pose2
2646 - spr_flush_ratOLD
2647 - spr_kingghost_anchor2
2648 - spr_cheeseblock_reform
2649 - spr_haystackrope
2650 - spr_patroller_stun
2651 - spr_ninja_punchattack
2652 - spr_player_lungehit
2653 - spr_hamkuff_stun
2654 - spr_tv_mort
2655 - spr_comboend_title1
2656 - bg_ruinpizzafacestatue2
2657 - spr_titleeggplant
2658 - spr_player_clowncrouch
2659 - spr_fencer_rage
2660 - spr_ranch_scared
2661 - spr_badrat_attack1
2662 - spr_timer_pizzaface3
2663 - spr_mortprojectile
2664 - spr_playerN_rocketstart
2665 - spr_gnomepizza_idle
2666 - spr_noisey_bouncefall
2667 - spr_noisey_stun
2668 - spr_forestblockdebris
2669 - spr_ninja_uppercut
2670 - spr_timer_hand2
2671 - spr_medievaldeco
2672 - spr_player_rageidle
2673 - spr_kentukybomber_move
2674 - spr_bulletHUD
2675 - spr_player_mrpinch
2676 - spr_meatball_roll
2677 - spr_ruincheese
2678 - spr_minijohn_rage2
2679 - spr_city1props
2680 - spr_holdjumpbounce
2681 - spr_groundpoundjump_effect
2682 - spr_clownmato_mask
2683 - spr_deadjohn3
2684 - spr_anchor
2685 - spr_morthook2
2686 - spr_warprops
2687 - spr_gustavotutorialsign
2688 - spr_mrpinch_hand2
2689 - spr_minijohn_underground
2690 - spr_chateauskulltorch
2691 - spr_ratblock5_dead
2692 - spr_slope2
2693 - spr_canoncrosshair
2694 - spr_ninja_kickattack
2695 - spr_player_rampjump
2696 - spr_player_trashfall
2697 - spr_cheesepep_stick
2698 - spr_kitchenstuff
2699 - spr_player_ratmountmove2
2700 - spr_tv_idle
2701 - spr_player_kungfu3
2702 - spr_pizzascore_pepper
2703 - spr_boxxedpep_walk
2704 - spr_lonegustavo_dash
2705 - spr_lonebrick_roll
2706 - spr_ratblock6_dead
2707 - spr_horsey_cage
2708 - spr_player_golfidle
2709 - spr_shrimpcollect
2710 - spr_arenadoor
2711 - spr_oktoberfest
2712 - spr_player_breakdanceuppercut
2713 - spr_mrpinch_face2
2714 - spr_playerN_clowncrouch
2715 - spr_player_groundpoundjump
2716 - spr_ghostknight_scared
2717 - spr_stupidratprop1
2718 - bg_sewerwater
2719 - spr_tv_bombpepN
2720 - spr_lonegustavo_hangwalk
2721 - spr_peasanto_flameattack
2722 - spr_player_pizzacarfall
2723 - spr_pepclone_death
2724 - bg_sewerwall
2725 - spr_spacepointer
2726 - spr_player_clownwallclimb
2727 - spr_doughblockdead
2728 - spr_playerN_clownwallclimb
2729 - spr_heatpuff
2730 - spr_playerN_clownjump
2731 - sprite_tile_war1
2732 - spr_ratblock1
2733 - spr_player_ratmountbounceside
2734 - spr_kingghost_spike3
2735 - spr_fakesanta_idle
2736 - spr_puppet_introidle
2737 - bg_city5
2738 - spr_noisey_bounceland
2739 - spr_totemcheese
2740 - spr_player_golfswing
2741 - spr_goop2
2742 - spr_pepsign
2743 - spr_mildpop
2744 - bg_space4
2745 - spr_lavapot
2746 - spr_player_ratmountland
2747 - bg_factoryindustrial
2748 - spr_tv_whitenoise
2749 - spr_icon_horsey
2750 - spr_kingghost_spike
2751 - spr_monstertomato_idle
2752 - spr_ufogrounded
2753 - spr_boxxedpep_air
2754 - spr_ratblock_dead
2755 - spr_tv_idleanim2N
2756 - spr_forknight_ragestart
2757 - spr_player_ratmountgroundpound
2758 - spr_flush_facedownOLD
2759 - spr_kitchen
2760 - spr_ratblock1_dead
2761 - spr_tv_cheeseballN
2762 - spr_pepbat_idle
2763 - spr_point
2764 - spr_chateauwall
2765 - spr_ufolive_shoot
2766 - spr_mrstick_panic
2767 - spr_badrat_walk
2768 - spr_monstertomato_dead
2769 - spr_tv_idleG
2770 - spr_totemcloud_spawn
2771 - spr_totemthunder
2772 - spr_ranks_hud
2773 - spr_supermetalblock_debris
2774 - spr_playerN_barrel
2775 - spr_heater1
2776 - spr_badrat_stun
2777 - spr_soldier_shoot
2778 - spr_peasanto_scared
2779 - spr_golfburger_golf
2780 - spr_technicaldifficulty3
2781 - spr_spaceprops2
2782 - spr_pepbat_dead
2783 - spr_player_clownbump
2784 - Sprite27932794
2785 - spr_ufogrounded_fall
2786 - spr_secretportal_open
2787 - spr_technicaldifficulty4
2788 - spr_soldier
2789 - spr_player_jetpackend
2790 - spr_pepperman_groundpound
2791 - spr_policecarstation
2792 - spr_antsypop
2793 - spr_monsterpineapple_idle
2794 - spr_pizzaangel
2795 - spr_cow
2796 - spr_asteroid
2797 - sprite_tile_space3
2798 - spr_deadjohn2
2799 - spr_hoop
2800 - spr_tv_combobubblefill
2801 - bg_dungeonsilouhette4
2802 - spr_mrstick_mask
2803 - spr_tv_scaredjump
2804 - spr_pizzacar_debris
2805 - bg_johndark
2806 - spr_destructiblerockblock
2807 - spr_playerN_ghostdash
2808 - spr_desertdeco
2809 - spr_gerome_idle3
2810 - bg_desertmountain
2811 - spr_deadjohn1
2812 - spr_gerome_keyidle
2813 - spr_tv_exprpanic
2814 - spr_cheesechunk
2815 - spr_flush_skull
2816 - spr_player_rocketslide
2817 - spr_playerN_slipbanan1
2818 - spr_ratballoon
2819 - spr_spaceblock_open
2820 - spr_boxxedpep_dash
2821 - spr_totemcloud_idle
2822 - spr_supermetalblock
2823 - spr_pepperman_move
2824 - spr_patrol_lightgradient
2825 - spr_gustavoblock
2826 - spr_tubeenter
2827 - spr_baddiegate
2828 - spr_player_mortthrow
2829 - spr_robot_slap
2830 - spr_superpinballmachine
2831 - spr_ratblock7_dead
2832 - spr_tv_boxxedpep
2833 - spr_playerN_parry3
2834 - spr_sewer1props
2835 - spr_enguardehitbox
2836 - spr_medievalinterior
2837 - spr_monstershroom_chase
2838 - spr_antsy
2839 - spr_player_mortland
2840 - spr_monstertomato_chase
2841 - spr_ventilatorleaf
2842 - spr_player_backslide
2843 - spr_player_trashjump2
2844 - spr_ratballooneffect
2845 - spr_tv_exprmach4
2846 - spr_soldier_walk
2847 - spr_space3var
2848 - spr_pepperman_shoulderloop
2849 - spr_bigpizzablockdead
2850 - spr_pedestal
2851 - spr_player_poundcancel2
2852 - spr_ninja_stun
2853 - spr_peppinoswitch1
2854 - spr_flush_pizza
2855 - spr_secretportal_spawnopen
2856 - spr_dancingpig
2857 - spr_boxxedpep_spin
2858 - spr_player_slipbanan2
2859 - spr_lonegustavo_crouchwalk
2860 - spr_clerk
2861 - spr_cityclown
2862 - spr_banditodynamite
2863 - sprite_warslope
--------------------- OBJECTS ---------------------
0 - obj_hardmode
1 - obj_grindrailslope
2 - obj_banditochicken_dynamite
3 - obj_lightsource
4 - obj_followcharacter
5 - obj_doorRobot
6 - obj_tubeleft
7 - obj_escapecollect
8 - obj_tubeenter
9 - obj_geromeanim
10 - obj_hillbillymonster
11 - obj_rattumble
12 - obj_vigi_attackspot
13 - obj_editor
14 - obj_tubeexitmach
15 - obj_bosshitbox
16 - par_boss
17 - obj_mortfollow
18 - obj_mach3solid
19 - obj_deadjohn1
20 - obj_solid_goblinraid
